# Severstal Dataset Split
# Created: 2026-02-24T08:54:26.635457
# Source CSV: train.csv
# Ratios: train=0.7, val=0.15, test=0.15
# Seed: 42
# Total: 6666, Train: 4666, Val: 1000, Test: 1000
#
ImageId,Split,PrimaryClass
2283f2183.jpg,train,3
229500455.jpg,train,1
229906ed1.jpg,train,3
22a125a81.jpg,train,3
22a825813.jpg,train,2
22b459911.jpg,train,3
22cabd56f.jpg,train,3
22e05d569.jpg,train,3
22e2195c1.jpg,train,3
22e9830a3.jpg,train,3
22ee0a368.jpg,train,3
22fb4b286.jpg,train,3
23120f506.jpg,train,3
232256b21.jpg,train,1
232a62357.jpg,train,3
234ba0510.jpg,train,3
235ba1dd3.jpg,train,3
2365be47a.jpg,train,3
23783382d.jpg,train,3
238cfd09f.jpg,train,3
23b06f857.jpg,train,4
23b787894.jpg,train,3
23c9c6cba.jpg,train,3
23d77b3df.jpg,train,3
23e5dd080.jpg,train,1
23e7d294b.jpg,train,3
24066d57e.jpg,train,1
241abf136.jpg,train,3
241cd2982.jpg,train,3
241d3ed81.jpg,train,3
2434f1395.jpg,train,3
2453b68e2.jpg,train,3
2467e2b6e.jpg,train,3
24884c39c.jpg,train,3
2490c490c.jpg,train,3
249f9dfdd.jpg,train,3
24ae96cd5.jpg,train,4
24b29d740.jpg,train,4
24c9c291d.jpg,train,3
24d46a3f8.jpg,train,3
24d88228f.jpg,train,3
24db6ba0d.jpg,train,1
24e125a16.jpg,train,2
24e3826ff.jpg,train,3
24fce7ae0.jpg,train,3
250107a1b.jpg,train,3
2507ce3e3.jpg,train,3
2511b27f5.jpg,train,3
251ed373d.jpg,train,3
252c10c1a.jpg,train,3
252e1de8b.jpg,train,3
25337cb38.jpg,train,3
254c52b64.jpg,train,1
25548e840.jpg,train,3
25737d300.jpg,train,3
259d812b3.jpg,train,3
25b57b528.jpg,train,3
25ba4dfae.jpg,train,3
25c0df351.jpg,train,3
25c8f7153.jpg,train,3
25ccece7f.jpg,train,3
25e74a78a.jpg,train,3
260e316eb.jpg,train,4
260ee2f59.jpg,train,3
2611b46f6.jpg,train,3
267aa0d33.jpg,train,3
268f0fa63.jpg,train,1
26b0e74fe.jpg,train,3
26b980260.jpg,train,3
26c156283.jpg,train,1
26c1fc24e.jpg,train,3
26c3a7dd5.jpg,train,3
26d43765f.jpg,train,3
271551c4f.jpg,train,3
2719e3b47.jpg,train,3
2720732e7.jpg,train,3
2722e2ba6.jpg,train,3
2725ee8d6.jpg,train,3
2731f7830.jpg,train,3
2744b6b26.jpg,train,3
2745ecf6b.jpg,train,3
2749c24a9.jpg,train,4
274b1d54b.jpg,train,3
276111a31.jpg,train,3
2770fe933.jpg,train,4
2776642e1.jpg,train,3
277b133dc.jpg,train,3
277e3727f.jpg,train,3
2789df930.jpg,train,2
27b1670da.jpg,train,3
27b7ce725.jpg,train,3
27f44281b.jpg,train,1
27f830690.jpg,train,3
27f99b836.jpg,train,1
280dbbace.jpg,train,4
28241874f.jpg,train,3
282425786.jpg,train,3
285781401.jpg,train,1
286d2eb1c.jpg,train,3
286f459e6.jpg,train,3
289d03d64.jpg,train,3
28a1ea8c2.jpg,train,3
28a6ef562.jpg,train,3
28adb8aeb.jpg,train,1
28bcb3a6e.jpg,train,3
28d523b58.jpg,train,1
28f005ffe.jpg,train,3
28f8c53de.jpg,train,3
290e00273.jpg,train,4
2912e9e24.jpg,train,3
2929284cc.jpg,train,3
2932c0dd3.jpg,train,3
29420c716.jpg,train,3
294c646fd.jpg,train,3
2959d7fb1.jpg,train,2
2969217e8.jpg,train,1
29694dc5d.jpg,train,4
2992fff3f.jpg,train,3
29936b461.jpg,train,1
2994546cf.jpg,train,3
2999deba3.jpg,train,3
299a15c20.jpg,train,3
29a023a11.jpg,train,3
29ae2bdc9.jpg,train,4
29da75230.jpg,train,3
29dc27ca2.jpg,train,3
29dcd28af.jpg,train,1
29df0834a.jpg,train,3
29e57e1de.jpg,train,3
29f50b1fd.jpg,train,1
29f80893c.jpg,train,3
29ff8d6f4.jpg,train,3
2a113071b.jpg,train,3
2a184dcbe.jpg,train,3
2a351164a.jpg,train,3
2a374ceaa.jpg,train,3
2a407b8dd.jpg,train,3
2a5fe1870.jpg,train,3
2a7f8bab0.jpg,train,2
2a84bb533.jpg,train,3
2b0d476d6.jpg,train,2
2b16d6f98.jpg,train,3
2b1d39d53.jpg,train,3
2b1f20578.jpg,train,3
2b33c67ea.jpg,train,3
2b53843e0.jpg,train,3
2b7315722.jpg,train,3
2b8756d1b.jpg,train,3
2b8fcb5b7.jpg,train,3
2ba3dadde.jpg,train,3
2bad2deac.jpg,train,3
2bc3b7fce.jpg,train,3
2be0179d7.jpg,train,1
2be0229b6.jpg,train,3
2bed8342d.jpg,train,4
2c061aed6.jpg,train,3
2c113de25.jpg,train,1
2c18ac76d.jpg,train,1
2c23eefec.jpg,train,3
2c37ea89f.jpg,train,1
2c445e6a9.jpg,train,3
2c4b101db.jpg,train,3
2c4fd555c.jpg,train,3
2c64d5644.jpg,train,3
2c6b52b3f.jpg,train,3
2c6ee79c9.jpg,train,3
2c8c3cb8a.jpg,train,4
2c8d08d8d.jpg,train,3
2c956317b.jpg,train,1
2cca3ddab.jpg,train,3
2ccef61c3.jpg,train,4
2cd524ca5.jpg,train,3
2ce026ee0.jpg,train,3
2cf487578.jpg,train,3
2cf9274ea.jpg,train,1
2cfa58247.jpg,train,3
2cfa7ea6f.jpg,train,1
2d15d9135.jpg,train,3
2d1658337.jpg,train,3
2d196857a.jpg,train,3
2d4471837.jpg,train,3
2d61e4f9f.jpg,train,3
2d759458e.jpg,train,1
2d8146e53.jpg,train,1
2d8215a6b.jpg,train,4
2d86d4f15.jpg,train,3
2d8cef5f6.jpg,train,3
2d8e8e789.jpg,train,3
2d94df675.jpg,train,3
2dbd01639.jpg,train,3
2dc31340a.jpg,train,3
2dc3dd0a6.jpg,train,1
2dd290c91.jpg,train,3
2dd360833.jpg,train,3
2de22f59f.jpg,train,1
2debaa43a.jpg,train,3
2decb23b0.jpg,train,3
2ded1960e.jpg,train,3
2df1da5bd.jpg,train,3
2e10357c2.jpg,train,1
2e12e1c6a.jpg,train,3
2e29001f1.jpg,train,1
2e2f5467c.jpg,train,3
2e3b354cd.jpg,train,3
2e5dab72b.jpg,train,3
2e69715ac.jpg,train,3
2e734ff06.jpg,train,3
2e8489244.jpg,train,3
2e8734c46.jpg,train,4
2e9170c14.jpg,train,3
2ea4ad171.jpg,train,1
2eae7322b.jpg,train,3
2eb50a13e.jpg,train,3
2ec10042f.jpg,train,1
2ec116cea.jpg,train,3
2ec9eddd4.jpg,train,3
2eeed5102.jpg,train,1
2efdba8cd.jpg,train,3
2f06514ea.jpg,train,3
2f2053eff.jpg,train,3
2f390008f.jpg,train,3
2f54e2c00.jpg,train,4
2f6858a91.jpg,train,3
2f69f62ae.jpg,train,3
2f6b7235e.jpg,train,3
2f6c4d0e7.jpg,train,1
2f6fd7d87.jpg,train,3
2f7334d6f.jpg,train,3
2f81193e3.jpg,train,3
2fa4df2ed.jpg,train,3
2fe09e89a.jpg,train,3
2fff134c7.jpg,train,3
300a00766.jpg,train,3
300c525ff.jpg,train,3
3012f44e9.jpg,train,3
301601620.jpg,train,1
30171214c.jpg,train,3
301fc5e57.jpg,train,3
3035a46b7.jpg,train,3
303f25bee.jpg,train,4
304083ca3.jpg,train,4
3041d63ba.jpg,train,3
3055bb5b8.jpg,train,3
306415665.jpg,train,3
306b1dbc1.jpg,train,3
3088a6a0d.jpg,train,2
308cc088e.jpg,train,1
308f2e562.jpg,train,4
30a6a340c.jpg,train,2
30bb7b7a3.jpg,train,3
30e2ae8a6.jpg,train,3
30e863a30.jpg,train,3
30f6cb778.jpg,train,3
311edf4e4.jpg,train,1
311f6c34f.jpg,train,3
312224509.jpg,train,4
3124b1e5c.jpg,train,3
313b9ba80.jpg,train,1
315405789.jpg,train,4
3155bc129.jpg,train,3
31579309c.jpg,train,3
3158e73b2.jpg,train,3
316414f82.jpg,train,3
316f0236a.jpg,train,3
31a1081e9.jpg,train,4
31acd60ad.jpg,train,3
31cf10f6e.jpg,train,3
31e86cf3a.jpg,train,3
31fdbb560.jpg,train,4
321a6df3f.jpg,train,3
3221a0d79.jpg,train,1
323c5a20b.jpg,train,3
3266ff34d.jpg,train,3
326f2e4b7.jpg,train,3
328c0fc75.jpg,train,3
329de935b.jpg,train,3
32a6666a3.jpg,train,3
32dca5f32.jpg,train,3
32ed255a4.jpg,train,3
32efbaf94.jpg,train,3
32fa68bed.jpg,train,3
